
OUTPUT


.
.
.
| 99771  |      1       |
| 99773  |      1       |
| 99775  |      2       |
| 99777  |      1       |
|  9978  |      2       |
| 99781  |      1       |
| 99782  |      2       |
| 99784  |      1       |
| 99795  |      2       |
| 99796  |      1       |
| 99798  |      1       |
| 99799  |      1       |
|  9980  |      2       |
| 99803  |      1       |
| 99805  |      4       |
| 99808  |      1       |
| 99812  |      1       |
| 99814  |      1       |
| 99818  |      1       |
| 99819  |      2       |
|  9982  |      2       |
| 99821  |      2       |
| 99826  |      3       |
| 99827  |      1       |
|  9983  |      1       |
| 99833  |      2       |
| 99834  |      1       |
| 99835  |      2       |
| 99838  |      8       |
| 99839  |      4       |
|  9984  |      1       |
| 99850  |      5       |
| 99857  |      1       |
| 99859  |      1       |
|  9986  |      3       |
| 99866  |      1       |
| 99867  |      1       |
|  9987  |      1       |
| 99871  |      1       |
| 99874  |      3       |
|  9988  |      19      |
| 99881  |      3       |
| 99883  |      5       |
| 99885  |      2       |
| 99887  |      1       |
| 99888  |      1       |
|  9989  |      1       |
| 99895  |      1       |
| 99896  |      1       |
| 99899  |      1       |
|  9990  |      1       |
| 99900  |      1       |
| 99902  |      2       |
| 99904  |      1       |
| 99905  |      1       |
| 99909  |      3       |
| 99910  |      1       |
| 99912  |      1       |
| 99915  |      1       |
| 99916  |      4       |
| 99917  |      2       |
|  9992  |      5       |
| 99921  |      6       |
| 99922  |      1       |
| 99925  |      1       |
| 99926  |      4       |
| 99927  |      1       |
| 99928  |      2       |
| 99932  |      1       |
| 99933  |      2       |
|  9994  |      1       |
| 99943  |      2       |
| 99946  |      1       |
| 99949  |      1       |
|  9995  |      2       |
| 99951  |      1       |
| 99952  |      1       |
| 99957  |      1       |
| 99958  |      2       |
| 99959  |      1       |
| 99960  |      1       |
| 99962  |      1       |
| 99963  |      2       |
| 99964  |      1       |
| 99969  |      1       |
|  9997  |      1       |
| 99970  |      1       |
| 99973  |      1       |
| 99978  |      1       |
| 99981  |      3       |
| 99984  |      2       |
| 99996  |      1       |
+--------+--------------+
Total no of different Badges are        53178
